calcium|drug
ACTH|drug
antipyrine|drug
contortrostatin|drug_n
echistatin|drug_n
flavoridin|drug_n
contortrostatin|drug_n
echistatin|drug_n
flavoridin|drug_n
contortrostatin|drug_n
Echistatin|drug_n
contortrostatin|drug_n
contortrostatin|drug_n
Flavoridin|drug_n
contortrostatin|drug_n
contortrostatin|drug_n
allopurinol|drug
ampicillin|drug
ampicillin|drug
ampicillin|drug
allopurinol|drug
allopurinol|drug
allopurinol|drug
gliftor|drug_n
1,3-difluoroacetone|drug_n
(-)-erythro-fluorocitrate|drug_n
1,3-difluoroacetone|drug_n
Gliftor|drug_n
1,3-difluoro-2-propanol|drug_n
1,3-difluoroacetone|drug_n
(-)-erythro-fluorocitrate|drug_n
1,3-difluoroacetone|drug_n
(-)-erythro-fluorocitrate|drug_n
1,3-difluoroacetone|drug_n
(-)-erythro-fluorocitrate|drug_n
1,3-difluoro-2-propanol|drug_n
1,3-difluoro-2-propanol|drug_n
1,3-difluoroacetone|drug_n
(-)-erythro-fluorocitrate|drug_n
1,3-difluoro-2-propanol|drug_n
4-methylpyrazole|drug
1,3-difluoro-2-propanol|drug_n
(-)-erythro-fluorocitrate|drug_n
1,3-difluoro-2-propanol|drug_n
4-methylpyrazole|drug
1,3-difluoroacetone|drug_n
(-)-erythro-fluorocitrate|drug_n
4-methylpyrazole|drug
1,3-difluoro-2-propanol|drug_n
1,3-difluoro-2-propanol|drug_n
1,3-difluoroacetone|drug_n
flumazenil|drug
zopiclone|drug
flumazenil|drug
ethanol|drug
flumazenil|drug
flumazenil|drug
diazepam|drug
midazolam|drug
alcohol|drug
naloxone|drug
beta-endorphin|drug_n
morphine|drug
naloxone|drug
beta-endorphin|drug_n
morphine|drug
beta-endorphin|drug_n
morphine|drug
naloxone|drug
beta-endorphin|drug_n
naloxone|drug
beta-endorphin|drug_n
naloxone|drug
morphine|drug
naloxone|drug
beta-endorphin|drug_n
morphine|drug
naloxone|drug
beta-endorphin|drug_n
morphine|drug
beta-endorphin|drug_n
morphine|drug
beta-endorphin|drug_n
morphine|drug
desloratadine|drug
erythromycin|drug
ketoconazole|drug
desloratadine|drug
azithromycin|drug
fluoxetine|drug
fluoxetine|drug
cimetidine|drug
desloratadine|drug
3-hydroxydesloratadine|drug_n
desloratadine|drug
Desloratadine|drug
3-Hydroxydesloratadine|drug_n
Desloratadine|drug
3-Hydroxydesloratadine|drug_n
Erythromycin|drug
Ketoconazole|drug
Azithromycin|drug
Fluoxetine|drug
Cimetidine|drug
theophylline|drug
Theophylline|drug
theophylline|drug
ribavirin|drug
Didanosine|drug
didanosine|drug
Stavudine|drug
Zidovudine|drug
Ribavirin|drug
stavudine|drug
zidovudine|drug
ribavirin|drug
Ribavirin|drug
Ribavirin|drug
ribavirin|drug
ribavirin|drug
ribavirin|drug
ribavirin|drug
pegylated interferon alfa-2a|drug
Non-pegylated interferon alfa-2a|drug
Ribavirin|drug
ribavirin|drug
peginterferon|drug
ribavirin|drug
peginterferon|drug
ribavirin|drug
benzyl alcohol|drug_n
Benzyl alcohol|drug_n
alpha interferons|drug
Isoniazid|drug
isoniazid|drug
Acetaminophen|drug
acetaminophen|drug
Isoniazid|drug
isoniazid|drug
acetaminophen|drug
isoniazid|drug
isoniazid|drug
acetaminophen|drug
isoniazid|drug
Carbamazepine|drug
Isoniazid|drug
carbamazepine|drug
Carbamazepine|drug
isoniazid|drug
carbamazepine|drug
Ketoconazole|drug
Ketoconazole|drug
Isoniazid|drug
Phenytoin|drug
Isoniazid|drug
phenytoin|drug
phenytoin|drug
isoniazid|drug
theophylline|drug
theophylline|drug
isoniazid|drug
theophylline|drug
theophylline|drug
theophylline|drug
Valproate|drug
valproate|drug
isoniazid|drug
valproate|drug
isoniazid|drug
valproate|drug
valproate|drug
Ephedrine|drug
dexmedetomidine|drug
Dexmedetomidine|drug
ephedrine|drug
dexmedetomidine|drug
ephedrine|drug
dexmedetomidine|drug
ephedrine|drug
dexmedetomidine|drug
dexmedetomidine|drug
ephedrine|drug
dexmedetomidine|drug
dexmedetomidine|drug
ephedrine|drug
dexmedetomidine|drug
ephedrine|drug
dexmedetomidine|drug
Bosentan|drug
bosentan|drug
Bosentan|drug
Bosentan|drug
bosentan|drug
norethindrone|drug
ethinyl estradiol|drug
Cyclosporine A|drug
bosentan|drug
bosentan|drug
cyclosporine A|drug
bosentan|drug
cyclosporine A|drug
bosentan|drug
cyclosporine A|drug
Tacrolimus|drug
tacrolimus|drug
bosentan|drug
tacrolimus|drug
bosentan|drug
bosentan|drug
tacrolimus|drug
bosentan|drug
Glyburide|drug
glyburide|drug
glyburide|drug
bosentan|drug
glyburide|drug
bosentan|drug
Bosentan|drug
Ketoconazole|drug
bosentan|drug
ketoconazole|drug
bosentan|drug
bosentan|drug
bosentan|drug
Simvastatin|drug
bosentan|drug
simvastatin|drug
bosentan|drug
Bosentan|drug
lovastatin|drug
atorvastatin|drug
Warfarin|drug
bosentan|drug
S-warfarin|drug
R-warfarin|drug
bosentan|drug
warfarin|drug
warfarin|drug
warfarin|drug
bosentan|drug
Digoxin|drug
Nimodipine|drug
Losartan|drug
Bosentan|drug
digoxin|drug
nimodipine|drug
losartan|drug
bosentan|drug
bupropion|drug
bupropion|drug
hydroxybupropion|drug_n
orphenadrine|drug
cyclophosphamide|drug
threohydrobupropion|drug_n
bupropion|drug
cimetidine|drug
bupropion|drug
cimetidine|drug
bupropion|drug
hydroxybupropion|drug_n
threohydrobupropion|drug_n
erythrohydrobupropion|drug_n
bupropion|drug
carbamazepine|drug
phenobarbital|drug
phenytoin|drug
bupropion|drug
bupropion|drug
antiarrhythmics|drug
bupropion|drug
bupropion|drug
hydroxybupropion|drug_n
bupropion|drug
desipramine|drug
desipramine|drug
bupropion|drug
bupropion|drug
bupropion|drug
nortriptyline|drug
imipramine|drug
desipramine|drug
paroxetine|drug
fluoxetine|drug
sertraline|drug
haloperidol|drug
risperidone|drug
thioridazine|drug
metoprolol|drug
propafenone|drug
flecainide|drug
bupropion|drug
bupropion|drug
phenelzine|drug
Levodopa|drug
Amantadine|drug
bupropion|drug
levodopa|drug
amantadine|drug
levodopa|drug
amantadine|drug
theophylline|drug
Nicotine|drug
Alcohol|drug
alcohol|drug
alcohol|drug
alcohol|drug
topoisomerase-targeting antitumor drugs|group
MTX|drug
abatacept|drug
MTX|drug
azathioprine|drug
chloroquine|drug
gold|drug
hydroxychloroquine|drug
leflunomide|drug
sulfasalazine|drug
anakinra|drug
anakinra|drug
dobutamine|drug
b-blocking drug|group
dobutamine|drug
nitroprusside|drug
dobutamine|drug
furosemide|drug
spironolactone|drug
lidocaine|drug
glyceryl trinitrate|drug
isosorbide dinitrate|drug
morphine|drug
atropine|drug
heparin|drug
protamine|drug
potassium chloride|drug
folic acid|drug
acetaminophen|drug
Ketoconazole|drug
tolterodine|drug
ketoconazole|drug
itraconazole|drug
miconazole|drug
erythromycin|drug
clarithromycin|drug
cyclosporine|drug
vinblastine|drug
tolterodine|drug
cimetidine|drug
cimetidine|drug
cimetidine|drug
cimetidine|drug
cimetidine|drug
nortriptyline|drug
fluoxetine hydrochloride|drug
Fluoxetine|drug
norfluoxetine|drug_n
reserpine|drug
nortriptyline hydrochloride|drug
anticholinergic drugs|group
sympathomimetic drugs|group
alcohol|drug
debrisoquin|drug
dextromethorphan|drug
carbamazepine|drug
propafenone|drug
flecainide|drug
encainide|drug
quinidine|drug
Cyclosporine|drug
cyclosporine|drug
fibrate drugs|group
fenofibrate|drug
fenofibric acid|drug_n
fenofibrate|drug
fenofibrate|drug
pravastatin|drug
pravastatin|drug
pravastatin|drug
fenofibric acid|drug_n
fenofibrate|drug
atorvastatin|drug
atorvastatin|drug
atorvastatin|drug
fenofibrate|drug
fenofibric acid|drug_n
atorvastatin|drug
ketoconazole|drug
itraconazole|drug
ritonavir|drug
nelfinavir|drug
clarithromycin|drug
flecainide|drug
thioridazine|drug
darifenacin|drug
Cimetidine|drug
altretamine|drug
cisplatin|drug
pyridoxine|drug
pyridoxine|drug
pyridoxine|drug
cisplatin|drug
Phenytoin|drug
phenobarbital|drug
carbamazepine|drug
valproate|drug
gabapentin|drug
Phenytoin|drug
Tiagabine|drug
phenytoin|drug
Carbamazepine|drug
Tiagabine|drug
carbamazepine|drug
Valproate|drug
Tiagabine|drug
valproate|drug
Phenobarbital|drug
Primidone|drug
tiagabine|drug
phenobarbital|drug
primidone|drug
tiagabine|drug
phenobarbital|drug
primidone|drug
Carbamazepine|drug
tiagabine|drug
carbamazepine|drug
Phenytoin|drug
tiagabine|drug
phenytoin|drug
Phenobarbital|drug
Primidone|drug
tiagabine|drug
phenobarbital|drug
primidone|drug
Valproate|drug
tiagabine|drug
valproate|drug
tiagabine|drug
valproate|drug
tiagabine|drug
Cimetidine|drug
cimetidine|drug
tiagabine|drug
tiagabine|drug
Theophylline|drug
tiagabine|drug
theophylline|drug
Warfarin|drug
R-warfarin|drug
S-warfarin|drug
tiagabine|drug
tiagabine|drug
Digoxin|drug
tiagabine|drug
digoxin|drug
digoxin|drug
Ethanol|drug
Triazolam|drug
triazolam|drug
tiagabine|drug
ethanol|drug
tiagabine|drug
Tiagabine|drug
alcohol|drug
ethanol|drug
triazolam|drug
tiagabine|drug
tiagabine|drug
Antipyrine|drug
Antipyrine|drug
tiagabine|drug
tiagabine|drug
antipyrine|drug
tiagabine|drug
tiagabine|drug
Paliperidone|drug
paliperidone|drug
paliperidone|drug
Paliperidone|drug
paliperidone|drug
Paliperidone|drug
paliperidone|drug
centrally acting drugs|group
alcohol|drug
Paliperidone|drug
levodopa|drug
Paliperidone|drug
paliperidone|drug
oxybutynin|drug
anticholinergic drugs|group
oxybutynin chloride|drug
ketoconazole|drug
itraconazole|drug
miconazole|drug
erythromycin|drug
clarithromycin|drug
oxybutynin|drug
aluminum hydroxide|drug
magnesium hydroxide|drug
simethicone|drug
oxybutynin|drug
desethyloxybutynin|drug_n
Mitotane|drug
warfarin|drug
warfarin|drug
Mitotane|drug
Mitotane|drug
theophylline|drug
theophylline|drug
theophylline|drug
theophylline|drug
theophylline|drug
caffeine|drug
caffeine|drug
cinoxacin|drug
cinoxacin|drug
caffeine|drug
sucralfate|drug
iron|drug
zinc|drug
didanosine|drug
cinoxacin|drug
warfarin|drug
nonsteroidal anti-inflammatory drug|group
fenbufen|drug
Fenbufen|drug
cinoxacin|drug
cyclosporine|drug
cyclosporine|drug
antiparkinson drugs|group
potassium chloride|drug
ethanol|drug
ethanol|drug
phenytoin|drug
carbamazepine|drug
cimetidine|drug
ketoconazole|drug
Metformin|drug
cephalexin|drug
metformin|drug
metformin|drug
metformin|drug
cephalexin|drug
metformin|drug
cephalexin|drug
metformin|drug
metformin|drug
cephalexin|drug
metformin|drug
Probenecid|drug
cephalexin|drug
probenecid|drug
fosinopril sodium|drug
fosinopril sodium|drug
Potassium|drug
Fosinopril sodium|drug
spironolactone|drug
amiloride|drug
triamterene|drug
potassium|drug
Lithium|drug
lithium|drug
lithium|drug
lithium|drug
lithium|drug
aluminum hydroxide|drug
magnesium hydroxide|drug
simethicone|drug
fosinopril|drug
fosinoprilat|drug_n
fosinopril|drug
fosinopril|drug
fosinopril sodium|drug
chlorthalidone|drug
nifedipine|drug
propanolol|drug
hydrochlorothiazide|drug
cimetidine|drug
metoclopramide|drug
propantheline|drug
digoxin|drug
warfarin|drug
fosinoprilat|drug_n
fosinopril|drug
fosinopril sodium|drug
fosinoprilat|drug_n
warfarin|drug
warfarin|drug
Fosinopril|drug
digoxin|drug
Digoxin|drug
Flupenthixol|drug
flupenthixol|drug
Arecoline|drug_n
Ethanol|drug
Flupenthixol|drug
Ethanol|drug
Flupenthixol|drug
non-steroidal anti-inflammatory drugs|group
lisinopril|drug
lisinopril|drug
indomethacin|drug
indomethacin|drug
digoxin|drug
nitroglycerin|drug
propranolol|drug
hydrochlorothiazide|drug
spironolactone|drug
triamterene|drug
amiloride|drug
potassium|drug
Lithium|drug
Lithium|drug
lithium|drug
Lithium|drug
lithium|drug
