
Drug_	Count	7605
Drug_	Freq [0]	('warfarin', 174)
Drug_	Freq [1]	('phenytoin', 143)
Drug_	Freq [2]	('digoxin', 143)
Drug_	Freq [3]	('lithium', 95)
Drug_	Freq [4]	('alcohol', 93)
Drug_	Freq [5]	('theophylline', 93)
Drug_	Freq [6]	('ketoconazole', 91)
Drug_	Freq [7]	('acid', 85)
Drug_	Freq [8]	('cimetidine', 71)
Drug_	Freq [9]	('carbamazepine', 70)
Drug_	Freq [10]	('cyclosporine', 69)
Drug_	Freq [11]	('erythromycin', 57)
Drug_	Freq [12]	('rifampin', 57)
Drug_	Freq [13]	('sodium', 54)
Drug_	Freq [14]	('methotrexate', 53)
Drug_	Freq [15]	('fluoxetine', 49)
Drug_	Freq [16]	('phenobarbital', 49)
Drug_	Freq [17]	('fluvoxamine', 43)
Drug_	Freq [18]	('Aprepitant', 42)
Drug_	Freq [19]	('morphine', 40)
Drug_	False Negative	41
Drug_	FN [0]	tricyclic
Drug_	FN [1]	antidepressants
Drug_	FN [2]	CYP3A4
Drug_	FN [3]	drugs
Drug_	FN [4]	CYP2C9
Drug_	FN [5]	amphetamines
Drug_	FN [6]	agents
Drug_	FN [7]	CHOLESTYRAMINE
Drug_	FN [8]	antiarrhythmics
Drug_	FN [9]	gold
Drug_	FN [10]	blockers
Drug_	FN [11]	5-FU
Drug_	FN [12]	Soriatane
Drug_	FN [13]	nondepolarizing
Drug_	FN [14]	diuretic
Drug_	FN [15]	sulfonylurea
Drug_	FN [16]	anticoagulant
Drug_	FN [17]	benzodiazepines
Drug_	FN [18]	antidepressant
Drug_	FN [19]	thyroid
Drug_	FN [20]	barbiturates
Drug_	FN [21]	CNS
Drug_	FN [22]	depressants
Drug_	FN [23]	sympathomimetic
Drug_	FN [24]	anesthetics
Drug_	FN [25]	drug
Drug_	FN [26]	NTG
Drug_	FN [27]	T4
Drug_	FN [28]	T3
Drug_	FN [29]	beta-adrenergic
Drug_	FN [30]	blocking
Drug_	FN [31]	Colchicine
Drug_	FN [32]	antibiotics
Drug_	FN [33]	penicillins
Drug_	FN [34]	BREVIBLOC
Drug_	FN [35]	antidiabetic
Drug_	FN [36]	HMG-CoA
Drug_	FN [37]	reductase
Drug_	FN [38]	inhibitor
Drug_	FN [39]	Telithromycin
Drug_	FN [40]	Nefazodone
Drug_	False Positive	0
Drug_	FreqPrfx [0]	('acid', 341)
Drug_	FreqPrfx [1]	('phe', 213)
Drug_	FreqPrfx [2]	('phen', 213)
Drug_	FreqPrfx [3]	('met', 179)
Drug_	FreqPrfx [4]	('war', 174)
Drug_	FreqPrfx [5]	('warf', 174)
Drug_	FreqPrfx [6]	('warfa', 174)
Drug_	FreqPrfx [7]	('warfar', 174)
Drug_	FreqPrfx [8]	('warfari', 174)
Drug_	FreqPrfx [9]	('pheny', 153)
Drug_	FreqPrfx [10]	('dig', 145)
Drug_	FreqPrfx [11]	('HCl', 145)
Drug_	FreqPrfx [12]	('phenyt', 144)
Drug_	FreqPrfx [13]	('phenyto', 144)
Drug_	FreqPrfx [14]	('digo', 143)
Drug_	FreqPrfx [15]	('digox', 143)
Drug_	FreqPrfx [16]	('digoxi', 143)
Drug_	FreqPrfx [17]	('digoxin', 143)
Drug_	FreqPrfx [18]	('pro', 136)
Drug_	FreqPrfx [19]	('flu', 128)
Drug_	FreqPrfx [20]	('meth', 116)
Drug_	FreqSufx [0]	('ine', 1789)
Drug_	FreqSufx [1]	('ide', 477)
Drug_	FreqSufx [2]	('cin', 387)
Drug_	FreqSufx [3]	('acid', 340)
Drug_	FreqSufx [4]	('dine', 313)
Drug_	FreqSufx [5]	('one', 299)
Drug_	FreqSufx [6]	('ole', 294)
Drug_	FreqSufx [7]	('pine', 287)
Drug_	FreqSufx [8]	('ate', 285)
Drug_	FreqSufx [9]	('mine', 283)
Drug_	FreqSufx [10]	('zole', 280)
Drug_	FreqSufx [11]	('rin', 276)
Drug_	FreqSufx [12]	('amine', 264)
Drug_	FreqSufx [13]	('azole', 259)
Drug_	FreqSufx [14]	('ium', 254)
Drug_	FreqSufx [15]	('arin', 237)
Drug_	FreqSufx [16]	('line', 222)
Drug_	FreqSufx [17]	('nazole', 211)
Drug_	FreqSufx [18]	('onazole', 210)
Drug_	FreqSufx [19]	('tin', 205)
Drug_	FreqSufx [20]	('farin', 204)
Drug_	FreqPrefLen [3]	[ 450. 7471.]
Drug_	FreqPrefLen [4]	[ 526. 7250.]
Drug_	FreqPrefLen [5]	[ 560. 6673.]
Drug_	FreqPrefLen [6]	[ 571. 6608.]
Drug_	FreqPrefLen [7]	[ 568. 6399.]
Drug_	FreqSuffLen [3]	[ 154. 7750.]
Drug_	FreqSuffLen [4]	[ 240. 7667.]
Drug_	FreqSuffLen [5]	[ 325. 7102.]
Drug_	FreqSuffLen [6]	[ 380. 7004.]
Drug_	FreqSuffLen [7]	[ 430. 6748.]
Drug_	FreqLen [2]	1.0%
Drug_	FreqLen [3]	0.3%
